bootstrap,metric,median,ci_low,ci_high,n_valid
row,risk_difference,0.7678571428571429,0.5595975783475784,0.91875,2500
row,risk_ratio,5.792857142857143,2.5255102040816326,29.11764705882353,2500
row,log_odds_ratio,4.367275512727872,2.9474419844262094,6.537174572727481,2500
source,risk_difference,0.7742587601078167,0.5229294143356643,0.9246080073177596,2500
source,risk_ratio,5.992008978675646,2.3007056277056277,31.68329411764706,2500
source,log_odds_ratio,4.409617969850953,2.7831561166331507,6.72296474551595,2500
site,risk_difference,0.7710526315789473,0.5439410774410774,0.9241148700590189,2500
site,risk_ratio,5.8125,2.4228266525141526,31.076923076923077,2500
site,log_odds_ratio,4.40706761863165,2.796873087846845,6.764035165816261,2500
