topology,network_realization,graph_seed,contact_probability,duration_years,ignitions,agent_replicates,ignition_probability,median_final_repertoire,median_first_ignition_year_if_any,density,clustering,mean_shortest_path,degree_cv,modularity
Modular bridges,2,20319874,0.12,1500,3,8,0.375,17.2359375,3787.5,0.15,0.2916666666666667,4.083333333333333,0.3685138655950444,0.5570987654320988
Modular bridges,3,20319875,0.12,1500,4,8,0.5,18.86875,3937.5,0.1833333333333333,0.2541666666666666,3.4,0.4895604370122276,0.402892561983471
Modular bridges,4,20319876,0.12,1500,4,8,0.5,17.2625,3975.0,0.2,0.7,3.225,0.2635231383473649,0.6223958333333334
Modular bridges,5,20319877,0.12,1500,3,8,0.375,14.86875,4050.0,0.1666666666666666,0.5104166666666666,3.191666666666667,0.4242640687119284,0.59875
Modular bridges,6,20319878,0.12,1500,3,8,0.375,15.965625,3850.0,0.1583333333333333,0.2604166666666667,3.6,0.360823926336897,0.5263157894736842
Modular bridges,7,20319879,0.12,1500,4,8,0.5,16.1734375,3900.0,0.1583333333333333,0.3416666666666667,3.2416666666666667,0.512989176042577,0.5692520775623269
Modular bridges,8,20319880,0.12,1500,3,8,0.375,12.4078125,3875.0,0.1416666666666666,0.1354166666666666,3.625,0.4668972901878689,0.5692041522491349
Modular bridges,9,20319881,0.12,1500,3,8,0.375,14.9,3875.0,0.175,0.5416666666666666,3.183333333333333,0.3531523089093172,0.600907029478458
Modular bridges,10,20319882,0.12,1500,3,8,0.375,15.2484375,4450.0,0.15,0.2604166666666667,3.316666666666667,0.4581228472908512,0.5632716049382716
Modular bridges,11,20319883,0.12,1500,5,8,0.625,20.6140625,3550.0,0.175,0.5520833333333334,3.583333333333333,0.3531523089093172,0.6020408163265306
Modular bridges,12,20319884,0.12,1500,4,8,0.5,20.2625,4125.0,0.175,0.5083333333333333,3.2416666666666667,0.4012452272941123,0.5725623582766439
Modular bridges,13,20319885,0.12,1500,1,8,0.125,11.4265625,4137.5,0.1416666666666666,0.15625,4.166666666666667,0.4362469698291566,0.5484429065743945
Modular bridges,14,20319886,0.12,1500,6,8,0.75,25.4140625,3750.0,0.1583333333333333,0.3229166666666667,3.691666666666667,0.4177502070101985,0.538781163434903
Modular bridges,15,20319887,0.12,1500,4,8,0.5,16.54375,3975.0,0.1416666666666666,0.28125,4.5,0.3673528234351999,0.5553633217993079
Modular bridges,16,20319888,0.12,1500,4,8,0.5,18.484375,3912.5,0.1583333333333333,0.4375,3.808333333333333,0.360823926336897,0.5858725761772853
Modular bridges,17,20319889,0.12,1500,5,8,0.625,22.63125,4050.0,0.175,0.3729166666666667,2.833333333333333,0.464133064038522,0.5408163265306122
Modular bridges,18,20319890,0.12,1500,3,8,0.375,13.775,4025.0,0.1416666666666666,0.2916666666666667,3.4833333333333334,0.3673528234351999,0.5605536332179931
Modular bridges,19,20319891,0.12,1500,2,8,0.25,12.7453125,4250.0,0.1333333333333333,0.1041666666666666,4.333333333333333,0.3952847075210474,0.552734375
Modular bridges,0,20366403,0.18,1500,4,8,0.5,16.3328125,3750.0,0.15,0.2291666666666666,4.091666666666667,0.3685138655950444,0.5725308641975309
Modular bridges,1,20366404,0.18,1500,5,8,0.625,24.668750000000003,3700.0,0.1916666666666666,0.6,3.075,0.3663543379641895,0.6039697542533081
Modular bridges,2,20366405,0.18,1500,6,8,0.75,24.4125,3650.0,0.1833333333333333,0.4875,3.175,0.3520893951097651,0.6043388429752066
Modular bridges,3,20366406,0.18,1500,5,8,0.625,25.4640625,4012.5,0.1666666666666666,0.5604166666666667,2.958333333333333,0.469041575982343,0.5925
Modular bridges,4,20366407,0.18,1500,2,8,0.25,15.5609375,4212.5,0.1833333333333333,0.4625,3.2333333333333334,0.4359846839375199,0.5402892561983471
Modular bridges,5,20366408,0.18,1500,4,8,0.5,19.234375,4062.5,0.15,0.2916666666666667,3.216666666666667,0.4843221048378526,0.5725308641975309
Modular bridges,6,20366409,0.18,1500,6,8,0.75,24.890625,3725.0,0.175,0.5083333333333333,3.325,0.3779644730092272,0.5952380952380952
Modular bridges,7,20366410,0.18,1500,7,8,0.875,25.190625,3725.0,0.175,0.2979166666666666,3.125,0.4012452272941123,0.5056689342403627
Modular bridges,8,20366411,0.18,1500,4,8,0.5,17.6203125,3900.0,0.15,0.1875,3.3916666666666666,0.3685138655950444,0.5771604938271605
Modular bridges,9,20366412,0.18,1500,4,8,0.5,16.8,4087.5,0.1583333333333333,0.3229166666666667,2.9833333333333334,0.443481567009282,0.5249307479224377
Modular bridges,10,20366413,0.18,1500,5,8,0.625,23.240625,3862.5,0.175,0.4125,3.433333333333333,0.3779644730092272,0.5521541950113378
Modular bridges,11,20366414,0.18,1500,4,8,0.5,18.684375,4075.0,0.1416666666666666,0.1979166666666666,3.558333333333333,0.4668972901878689,0.5501730103806228
Modular bridges,12,20366415,0.18,1500,6,8,0.75,24.8609375,3950.0,0.1666666666666666,0.4166666666666666,3.4,0.3741657386773941,0.59375
Modular bridges,13,20366416,0.18,1500,6,8,0.75,27.5109375,3600.0,0.1666666666666666,0.1999999999999999,3.1416666666666666,0.3741657386773941,0.51625
Modular bridges,14,20366417,0.18,1500,6,8,0.75,24.7484375,3787.5,0.2083333333333333,0.6041666666666666,2.975,0.1918332609325087,0.5880000000000001
Modular bridges,15,20366418,0.18,1500,5,8,0.625,20.4375,3625.0,0.1833333333333333,0.4041666666666667,3.7416666666666663,0.3277773886785444,0.5506198347107438
Modular bridges,16,20366419,0.18,1500,4,8,0.5,19.50625,4087.5,0.1583333333333333,0.4166666666666667,3.5,0.3903262361629296,0.5900277008310248
Modular bridges,17,20366420,0.18,1500,4,8,0.5,17.7359375,3887.5,0.1666666666666666,0.40625,3.433333333333333,0.282842712474619,0.53375
Modular bridges,18,20366421,0.18,1500,5,8,0.625,24.84375,3775.0,0.1666666666666666,0.4479166666666666,3.7,0.3162277660168379,0.58875
Modular bridges,19,20366422,0.18,1500,4,8,0.5,17.0296875,3925.0,0.175,0.3354166666666666,3.3583333333333334,0.4012452272941123,0.502267573696145
Ring,0,20349314,0.02,1500,0,120,0.0,5.448437500000001,5625.0,0.1333333333333333,0.0,4.266666666666667,0.0,0.5
Ring,0,20293489,0.04,1500,3,120,0.025,6.571875,4475.0,0.1333333333333333,0.0,4.266666666666667,0.0,0.5
Ring,0,20313613,0.06,1500,8,120,0.0666666666666666,9.54375,4225.0,0.1333333333333333,0.0,4.266666666666667,0.0,0.5
Ring,0,20296352,0.08,1500,17,120,0.1416666666666666,11.4046875,4175.0,0.1333333333333333,0.0,4.266666666666667,0.0,0.5
Ring,0,20275258,0.12,1500,60,120,0.5,18.640625,3875.0,0.1333333333333333,0.0,4.266666666666667,0.0,0.5
Ring,0,20330899,0.18,1500,83,120,0.6916666666666667,24.637500000000003,3775.0,0.1333333333333333,0.0,4.266666666666667,0.0,0.5
Scale-free,0,20360861,0.02,1500,0,8,0.0,7.3609375,6775.0,0.2333333333333333,0.3257440476190476,2.05,0.5345224838248488,0.2474489795918368
Scale-free,1,20360862,0.02,1500,0,8,0.0,6.1203125,4962.5,0.2333333333333333,0.3386904761904762,2.066666666666667,0.4948716593053935,0.3258928571428572
Scale-free,2,20360863,0.02,1500,0,8,0.0,4.8734375,4300.0,0.2333333333333333,0.3222222222222222,2.033333333333333,0.5802884574739972,0.2646683673469388
Scale-free,3,20360864,0.02,1500,1,8,0.125,6.8031250000000005,5225.0,0.2333333333333333,0.2957837301587301,1.9583333333333333,0.7142857142857143,0.2117346938775511
Scale-free,4,20360865,0.02,1500,0,8,0.0,4.9015625,10200.0,0.2333333333333333,0.26875,2.05,0.5345224838248488,0.2232142857142857
Scale-free,5,20360866,0.02,1500,0,8,0.0,6.29375,5587.5,0.2333333333333333,0.2296130952380952,2.1166666666666667,0.4844521416518049,0.2863520408163265
Scale-free,6,20360867,0.02,1500,0,8,0.0,5.145312499999999,7600.0,0.2333333333333333,0.2961309523809524,2.1333333333333333,0.5150787536377127,0.305484693877551
Scale-free,7,20360868,0.02,1500,1,8,0.125,11.1203125,4650.0,0.2333333333333333,0.3372023809523809,2.083333333333333,0.5050762722761054,0.3003826530612244
Scale-free,8,20360869,0.02,1500,0,8,0.0,7.428125,6037.5,0.2333333333333333,0.1818452380952381,2.075,0.4403152859263554,0.2697704081632653
Scale-free,9,20360870,0.02,1500,0,8,0.0,10.1703125,4212.5,0.2333333333333333,0.4449404761904761,2.05,0.6060915267313264,0.3093112244897959
Scale-free,10,20360871,0.02,1500,0,8,0.0,7.050000000000001,6225.0,0.2333333333333333,0.505762987012987,1.9583333333333333,0.7213932098830055,0.228954081632653
Scale-free,11,20360872,0.02,1500,0,8,0.0,6.2125,4050.0,0.2333333333333333,0.3422619047619047,2.1166666666666667,0.4738035414793428,0.3156887755102041
Scale-free,12,20360873,0.02,1500,0,8,0.0,6.7875,5062.5,0.2333333333333333,0.3166666666666666,2.1083333333333334,0.5248906591678238,0.3035714285714286
Scale-free,13,20360874,0.02,1500,0,8,0.0,5.665625,8875.0,0.2333333333333333,0.4274305555555555,2.1,0.4738035414793428,0.34375
Scale-free,14,20360875,0.02,1500,0,8,0.0,5.10625,6075.0,0.2333333333333333,0.2964285714285714,2.0083333333333333,0.5714285714285714,0.2315051020408163
Scale-free,15,20360876,0.02,1500,1,8,0.125,5.5328125,4525.0,0.2333333333333333,0.664320054945055,1.8833333333333333,0.8806305718527109,0.25
Scale-free,16,20360877,0.02,1500,0,8,0.0,5.696875,4475.0,0.2333333333333333,0.4125,2.025,0.5976143046671968,0.2621173469387755
Scale-free,17,20360878,0.02,1500,1,8,0.125,7.106249999999999,4500.0,0.2333333333333333,0.2184523809523809,2.058333333333333,0.5439837932759934,0.2417091836734693
Scale-free,18,20360879,0.02,1500,0,8,0.0,5.6375,7950.0,0.2333333333333333,0.4215277777777778,2.033333333333333,0.614451804788759,0.2551020408163265
Scale-free,19,20360880,0.02,1500,0,8,0.0,11.9421875,5350.0,0.2333333333333333,0.2163690476190476,2.1,0.4040610178208843,0.3131377551020408
Scale-free,0,20361552,0.04,1500,0,8,0.0,5.1859375,4500.0,0.2333333333333333,0.421590909090909,2.0083333333333333,0.6388765649999399,0.336734693877551
Scale-free,1,20361553,0.04,1500,1,8,0.125,9.796875,5000.0,0.2333333333333333,0.4448412698412698,1.9666666666666663,0.6308400618805605,0.2557397959183674
Scale-free,2,20361554,0.04,1500,3,8,0.375,16.640625,3925.0,0.2333333333333333,0.5822916666666667,1.9333333333333331,0.6851187890446742,0.2468112244897959
Scale-free,3,20361555,0.04,1500,0,8,0.0,6.190625000000001,4700.0,0.2333333333333333,0.2541666666666666,2.1,0.5150787536377127,0.2557397959183673
Scale-free,4,20361556,0.04,1500,0,8,0.0,8.140625,4437.5,0.2333333333333333,0.4714285714285714,2.0416666666666665,0.5624291338579865,0.3220663265306123
Scale-free,5,20361557,0.04,1500,0,8,0.0,8.31875,4525.0,0.2333333333333333,0.4131944444444444,2.0083333333333333,0.5890150893739515,0.2914540816326531
Scale-free,6,20361558,0.04,1500,2,8,0.25,6.5421875,4625.0,0.2333333333333333,0.2624007936507936,1.9583333333333333,0.6308400618805605,0.2225765306122449
Scale-free,7,20361559,0.04,1500,0,8,0.0,7.08125,4087.5,0.2333333333333333,0.2347222222222222,2.033333333333333,0.614451804788759,0.21875
Scale-free,8,20361560,0.04,1500,1,8,0.125,5.9890625,4325.0,0.2333333333333333,0.3760416666666666,2.058333333333333,0.5248906591678238,0.288265306122449
Scale-free,9,20361561,0.04,1500,2,8,0.25,12.209375,4000.0,0.2333333333333333,0.175595238095238,2.1,0.4403152859263554,0.3042091836734694
Scale-free,10,20361562,0.04,1500,0,8,0.0,9.6546875,5025.0,0.2333333333333333,0.388640873015873,1.9833333333333332,0.6925256939166184,0.2391581632653061
Scale-free,11,20361563,0.04,1500,2,8,0.25,7.8546875,5912.5,0.2333333333333333,0.1194444444444444,1.95,0.6060915267313264,0.2149234693877551
Scale-free,12,20361564,0.04,1500,0,8,0.0,5.23125,4425.0,0.2333333333333333,0.2464285714285714,2.075,0.4517539514526256,0.2818877551020408
Scale-free,13,20361565,0.04,1500,3,8,0.375,10.9109375,4375.0,0.2333333333333333,0.2632440476190476,1.9833333333333332,0.5976143046671968,0.2480867346938775
Scale-free,14,20361566,0.04,1500,0,8,0.0,10.409375,4850.0,0.2333333333333333,0.4425595238095238,2.1,0.4844521416518049,0.3386479591836734
Scale-free,15,20361567,0.04,1500,0,8,0.0,9.6125,4300.0,0.2333333333333333,0.4175595238095238,2.058333333333333,0.5714285714285714,0.2831632653061224
Scale-free,16,20361568,0.04,1500,0,8,0.0,8.021875,4375.0,0.2333333333333333,0.3527777777777778,2.1083333333333334,0.5532833351724882,0.2774234693877551
Scale-free,17,20361569,0.04,1500,1,8,0.125,12.5109375,4325.0,0.2333333333333333,0.2197916666666666,2.0,0.5714285714285714,0.2710459183673469
Scale-free,18,20361570,0.04,1500,1,8,0.125,7.292187500000001,4500.0,0.2333333333333333,0.1523809523809523,2.025,0.4844521416518049,0.2525510204081633
Scale-free,19,20361571,0.04,1500,0,8,0.0,12.8984375,4125.0,0.2333333333333333,0.3169642857142857,2.25,0.4517539514526256,0.3463010204081633
Scale-free,0,20278489,0.06,1500,0,8,0.0,6.551562499999999,4225.0,0.2333333333333333,0.4797619047619048,1.9833333333333332,0.6060915267313264,0.2735969387755102
Scale-free,1,20278490,0.06,1500,0,8,0.0,9.1296875,4300.0,0.2333333333333333,0.415625,2.1083333333333334,0.67005939426049,0.298469387755102
Scale-free,2,20278491,0.06,1500,2,8,0.25,15.46875,3925.0,0.2333333333333333,0.2194940476190476,2.075,0.4844521416518049,0.2595663265306122
Scale-free,3,20278492,0.06,1500,2,8,0.25,12.265625,4300.0,0.2333333333333333,0.3854166666666667,2.058333333333333,0.5802884574739972,0.3093112244897959
Scale-free,4,20278493,0.06,1500,1,8,0.125,14.2078125,4112.5,0.2333333333333333,0.2428571428571428,2.1166666666666667,0.5345224838248488,0.3654336734693877
Scale-free,5,20278494,0.06,1500,4,8,0.5,16.90625,3962.5,0.2333333333333333,0.2806547619047619,2.091666666666667,0.4629100498862757,0.3156887755102041
Scale-free,6,20278495,0.06,1500,2,8,0.25,11.9,4212.5,0.2333333333333333,0.4240079365079365,2.0083333333333333,0.6468132241526726,0.2289540816326531
Scale-free,7,20278496,0.06,1500,4,8,0.5,20.2109375,3987.5,0.2333333333333333,0.4307539682539683,2.033333333333333,0.6468132241526726,0.2372448979591837
Scale-free,8,20278497,0.06,1500,2,8,0.25,16.3609375,4225.0,0.2333333333333333,0.2919642857142857,2.066666666666667,0.4738035414793428,0.2933673469387755
Scale-free,9,20278498,0.06,1500,2,8,0.25,12.29375,4162.5,0.2333333333333333,0.3163690476190476,2.0,0.614451804788759,0.2519132653061224
Scale-free,10,20278499,0.06,1500,2,8,0.25,12.1265625,4075.0,0.2333333333333333,0.1504464285714285,2.1083333333333334,0.4844521416518049,0.2876275510204081
Scale-free,11,20278500,0.06,1500,3,8,0.375,17.0875,4025.0,0.2333333333333333,0.3369047619047619,2.15,0.4403152859263554,0.3360969387755102
Scale-free,12,20278501,0.06,1500,3,8,0.375,12.653125,4350.0,0.2333333333333333,0.4823863636363636,1.9416666666666669,0.7213932098830055,0.2468112244897959
Scale-free,13,20278502,0.06,1500,1,8,0.125,10.2984375,4325.0,0.2333333333333333,0.1514880952380952,2.083333333333333,0.4629100498862757,0.2544642857142857
Scale-free,14,20278503,0.06,1500,1,8,0.125,9.1453125,4300.0,0.2333333333333333,0.3936011904761904,2.0,0.6060915267313264,0.2455357142857143
Scale-free,15,20278504,0.06,1500,3,8,0.375,10.2078125,3687.5,0.2333333333333333,0.3081439393939393,2.0416666666666665,0.6226998490772392,0.2353316326530612
Scale-free,16,20278505,0.06,1500,1,8,0.125,8.2109375,4537.5,0.2333333333333333,0.4118055555555555,1.9583333333333333,0.6060915267313264,0.2691326530612245
Scale-free,17,20278506,0.06,1500,1,8,0.125,7.08125,4525.0,0.2333333333333333,0.5153409090909091,1.95,0.6468132241526726,0.2576530612244898
Scale-free,18,20278507,0.06,1500,1,8,0.125,10.8265625,4300.0,0.2333333333333333,0.517147435897436,1.9083333333333332,0.7953949089757174,0.2110969387755102
Scale-free,19,20278508,0.06,1500,1,8,0.125,8.2375,4462.5,0.2333333333333333,0.3331439393939394,1.9916666666666667,0.6776309271789385,0.2219387755102041
Scale-free,0,20320051,0.08,1500,1,8,0.125,6.671875,4200.0,0.2333333333333333,0.4149305555555555,1.975,0.7213932098830055,0.2079081632653061
Scale-free,1,20320052,0.08,1500,2,8,0.25,14.7578125,4212.5,0.2333333333333333,0.2285714285714285,2.033333333333333,0.4629100498862757,0.28125
Scale-free,2,20320053,0.08,1500,5,8,0.625,22.0765625,3912.5,0.2333333333333333,0.5520833333333334,2.025,0.5714285714285714,0.2901785714285715
Scale-free,3,20320054,0.08,1500,5,8,0.625,23.348437500000003,3900.0,0.2333333333333333,0.4779761904761904,2.1,0.5345224838248488,0.3552295918367347
