model,flag,contact_probability,duration_generations,duration_years,seed,primary_ignition,first_generation,final_repertoire,final_primary_fraction,final_cognition,final_infrastructure
No cultural selection on cognition,16,0.1,80,2000,1381020,1,162,18.46875,0.675,0.2267083879761794,0.7521941907305449
No cultural selection on cognition,16,0.1,80,2000,1381021,0,190,6.8875,0.159375,0.1757975741556687,0.1976498530668731
No cultural selection on cognition,16,0.1,80,2000,1381022,0,197,7.934375,0.2,0.1812128987650639,0.2567729512832222
No cultural selection on cognition,16,0.1,80,2000,1381023,0,-1,4.1625,0.0,0.2140392013194768,0.0169304440131815
No cultural selection on cognition,16,0.1,80,2000,1381024,0,-1,4.4,0.0,0.2123623813427829,0.0185511479344876
No cultural selection on cognition,16,0.1,80,2000,1381025,0,-1,4.303125,0.0,0.2131799152104251,0.0164072176069139
No cultural selection on cognition,16,0.1,80,2000,1381026,0,-1,4.16875,0.0,0.1874056685081919,0.0162246721558677
No cultural selection on cognition,16,0.1,80,2000,1381027,0,192,10.403125,0.315625,0.2432889304399169,0.3814677560756019
No cultural selection on cognition,16,0.1,80,2000,1381028,0,-1,4.0625,0.0,0.1998065200039082,0.0156864053360712
No cultural selection on cognition,16,0.1,80,2000,1381029,0,-1,4.025,0.0,0.1821497887466794,0.0151768033696185
No cultural selection on cognition,16,0.1,80,2000,1381030,0,163,5.896875,0.075,0.203384938698194,0.1343327746200136
No cultural selection on cognition,16,0.1,80,2000,1381031,0,-1,4.13125,0.0,0.2102282356880762,0.0176596159054673
No cultural selection on cognition,16,0.1,80,2000,1381032,0,161,7.128125,0.15625,0.200490181683043,0.1989257957719374
No cultural selection on cognition,16,0.1,80,2000,1381033,0,-1,3.9625,0.0,0.2052219635801739,0.0141518154495622
No cultural selection on cognition,16,0.1,80,2000,1381034,1,146,22.840625,0.86875,0.2143658040492402,0.99195533582661
No cultural selection on cognition,16,0.1,80,2000,1381035,0,164,13.921875,0.465625,0.2316126711299435,0.5102521855118292
No cultural selection on cognition,16,0.1,80,2000,1381036,0,165,10.596875,0.315625,0.1805187581295482,0.3818255503905907
No cultural selection on cognition,16,0.1,80,2000,1381037,0,-1,4.421875,0.0,0.2295695565106284,0.0171180834025457
No cultural selection on cognition,16,0.1,80,2000,1381038,0,183,6.15,0.1,0.2254507971344833,0.1398427513458102
No cultural selection on cognition,16,0.1,80,2000,1381039,1,157,18.621875,0.64375,0.1932023560880655,0.8149852282743576
No cultural selection on cognition,16,0.1,80,2000,1381040,0,196,5.421875,0.0375,0.1892004213626898,0.1295929030800411
No cultural selection on cognition,16,0.1,80,2000,1381041,0,-1,4.403125,0.0,0.2260527224140347,0.018444475855067
No cultural selection on cognition,16,0.1,80,2000,1381042,0,184,9.6375,0.2875,0.2122025591806377,0.3211834631158881
No cultural selection on cognition,16,0.1,80,2000,1381043,0,190,9.94375,0.259375,0.1901305745673014,0.3213596713511084
No cultural selection on cognition,16,0.1,80,2000,1381044,1,152,22.646875,0.884375,0.1990860945062806,0.9917964048068936
No cultural selection on cognition,16,0.1,80,2000,1381045,0,-1,4.04375,0.0,0.1849577121316019,0.015023585573376
No cultural selection on cognition,16,0.1,80,2000,1381046,0,210,5.784375,0.08125,0.1904948277904676,0.135367410884894
No cultural selection on cognition,16,0.1,80,2000,1381047,1,163,19.221875,0.7125,0.2085151708038558,0.808269779076209
No cultural selection on cognition,16,0.1,80,2000,1381048,0,190,6.625,0.134375,0.1745604340516761,0.1961681149688524
No cultural selection on cognition,16,0.1,80,2000,1381049,0,-1,4.175,0.0,0.2267439181229055,0.0174376529922555
No cultural selection on cognition,16,0.16,80,2000,1381600,1,176,21.890625,0.809375,0.1934769879888585,0.9918654166041934
No cultural selection on cognition,16,0.16,80,2000,1381601,0,-1,4.3625,0.0,0.2151201691081768,0.016796504897159
No cultural selection on cognition,16,0.16,80,2000,1381602,0,-1,4.153125,0.0,0.2224726522748199,0.0161692858700545
No cultural selection on cognition,16,0.16,80,2000,1381603,0,-1,4.43125,0.0,0.2077749686461723,0.0182823083339462
No cultural selection on cognition,16,0.16,80,2000,1381604,1,159,21.75625,0.825,0.1791822587477173,0.9911291851672086
No cultural selection on cognition,16,0.16,80,2000,1381605,1,173,22.984375,0.89375,0.2176239975468077,0.9926618828748136
No cultural selection on cognition,16,0.16,80,2000,1381606,0,-1,4.29375,0.0,0.2060929750170748,0.0154265612519433
No cultural selection on cognition,16,0.16,80,2000,1381607,0,-1,4.1875,0.0,0.19599501920511,0.0158855172620936
No cultural selection on cognition,16,0.16,80,2000,1381608,0,-1,3.915625,0.0,0.1886200010019705,0.0154781339081681
No cultural selection on cognition,16,0.16,80,2000,1381609,0,-1,4.140625,0.0,0.1943246795206173,0.0148535830321046
No cultural selection on cognition,16,0.16,80,2000,1381610,1,159,21.965625,0.865625,0.1903161069440382,0.9912586053463974
No cultural selection on cognition,16,0.16,80,2000,1381611,0,-1,4.15,0.0,0.2285863980029493,0.0161587751818587
No cultural selection on cognition,16,0.16,80,2000,1381612,1,144,22.6375,0.865625,0.2200876200464957,0.9930589062088552
No cultural selection on cognition,16,0.16,80,2000,1381613,0,-1,4.246875,0.0,0.1952951880808542,0.0158378275701035
No cultural selection on cognition,16,0.16,80,2000,1381614,0,-1,4.275,0.0,0.2114978236022182,0.0175618744124181
No cultural selection on cognition,16,0.16,80,2000,1381615,0,-1,5.034375,0.03125,0.2070047944505597,0.0737966730562555
No cultural selection on cognition,16,0.16,80,2000,1381616,0,-1,4.18125,0.0,0.1864806271632028,0.0150542016388111
No cultural selection on cognition,16,0.16,80,2000,1381617,0,-1,3.95625,0.0,0.1821704595151848,0.0146005093946669
No cultural selection on cognition,16,0.16,80,2000,1381618,0,205,5.403125,0.053125,0.1980364406811547,0.0845460628098427
No cultural selection on cognition,16,0.16,80,2000,1381619,1,141,22.728125,0.85625,0.2263871501997925,0.9929987618611632
No cultural selection on cognition,16,0.16,80,2000,1381620,0,-1,4.2875,0.0,0.1998894535151239,0.0161482728510087
No cultural selection on cognition,16,0.16,80,2000,1381621,0,-1,4.359375,0.0,0.2225218160522097,0.0191860555926031
No cultural selection on cognition,16,0.16,80,2000,1381622,1,142,22.64375,0.871875,0.2209956597535693,0.9924214426173764
No cultural selection on cognition,16,0.16,80,2000,1381623,0,-1,4.24375,0.0,0.2156356691385994,0.0155104434749109
No cultural selection on cognition,16,0.16,80,2000,1381624,1,143,22.75625,0.865625,0.2253224518949249,0.9927018901379716
No cultural selection on cognition,16,0.16,80,2000,1381625,0,-1,3.996875,0.0,0.2050080674942792,0.0153639306746686
No cultural selection on cognition,16,0.16,80,2000,1381626,1,149,22.59375,0.865625,0.2121316883399099,0.9917942664277914
No cultural selection on cognition,16,0.16,80,2000,1381627,0,-1,4.721875,0.0,0.2979549564518779,0.0260951243189674
No cultural selection on cognition,16,0.16,80,2000,1381628,1,156,22.678125,0.859375,0.2101398388619053,0.992218561860331
No cultural selection on cognition,16,0.16,80,2000,1381629,0,-1,4.015625,0.0,0.1826660963620887,0.0145659517666824
No cultural selection on cognition,16,0.16,80,2000,1381630,0,-1,4.153125,0.0,0.210342240581798,0.0161078075610577
No cultural selection on cognition,16,0.16,80,2000,1381631,0,167,11.76875,0.353125,0.2017489032424524,0.4432821183521088
No cultural selection on cognition,16,0.16,80,2000,1381632,0,-1,4.29375,0.0,0.2023507581930285,0.0176919670044033
No cultural selection on cognition,16,0.16,80,2000,1381633,1,146,22.871875,0.865625,0.2209569098389048,0.993704496253157
No cultural selection on cognition,16,0.16,80,2000,1381634,0,-1,4.259375,0.0,0.2431734308387393,0.0175209525845458
No cultural selection on cognition,16,0.16,80,2000,1381635,0,195,11.14375,0.31875,0.2112943682937497,0.3838773279204002
No cultural selection on cognition,16,0.16,80,2000,1381636,0,-1,4.071875,0.0,0.183059560915955,0.0155451531143006
No cultural selection on cognition,16,0.16,80,2000,1381637,0,-1,4.078125,0.0,0.188492330977248,0.014948589837
No cultural selection on cognition,16,0.16,80,2000,1381638,0,-1,4.278125,0.0,0.1973032737886602,0.0169508936422808
No cultural selection on cognition,16,0.16,80,2000,1381639,0,202,5.909375,0.084375,0.1954001519086075,0.1382627926659466
No cultural selection on cognition,16,0.16,80,2000,1381640,0,-1,4.128125,0.0,0.1919873100428669,0.016277236568207
No cultural selection on cognition,16,0.16,80,2000,1381641,0,-1,4.43125,0.0,0.2010035601425945,0.0208856893459816
No cultural selection on cognition,16,0.16,80,2000,1381642,0,-1,4.265625,0.0,0.2154207303231021,0.017450691291542
No cultural selection on cognition,16,0.16,80,2000,1381643,1,177,20.753125,0.775,0.2390906943947304,0.8720584396550144
No cultural selection on cognition,16,0.16,80,2000,1381644,1,178,21.590625,0.8125,0.1820612467216154,0.9912517282844382
No cultural selection on cognition,16,0.16,80,2000,1381645,0,-1,4.125,0.0,0.2182353983529975,0.0166865008097599
No cultural selection on cognition,16,0.16,80,2000,1381646,0,-1,4.221875,0.0,0.2060531863826065,0.0161440478337429
No cultural selection on cognition,16,0.16,80,2000,1381647,0,-1,4.178125,0.0,0.2145866976162306,0.0159592824438539
No cultural selection on cognition,16,0.16,80,2000,1381648,0,-1,4.01875,0.0,0.1935100816403502,0.0152405841821313
No cultural selection on cognition,16,0.16,80,2000,1381649,0,-1,4.8875,0.01875,0.202959468003737,0.0733559006962372
No infrastructure feedback,32,0.03,40,1000,1440300,0,-1,4.35,0.0,0.2587897790394989,0.0
No infrastructure feedback,32,0.03,40,1000,1440301,0,-1,4.84375,0.0,0.2980295573873499,0.0
No infrastructure feedback,32,0.03,40,1000,1440302,0,-1,4.603125,0.0,0.2982791614525936,0.0
No infrastructure feedback,32,0.03,40,1000,1440303,0,-1,4.509375,0.0,0.2906020335099357,0.0
No infrastructure feedback,32,0.03,40,1000,1440304,0,-1,4.65625,0.0,0.2694790290278378,0.0
No infrastructure feedback,32,0.03,40,1000,1440305,0,-1,4.390625,0.0,0.2421012117060172,0.0
No infrastructure feedback,32,0.03,40,1000,1440306,0,-1,4.55,0.0,0.2450188171523965,0.0
No infrastructure feedback,32,0.03,40,1000,1440307,0,-1,4.359375,0.0,0.2433534451558622,0.0
No infrastructure feedback,32,0.03,40,1000,1440308,0,-1,5.16875,0.0,0.2894563834123723,0.0
No infrastructure feedback,32,0.03,40,1000,1440309,0,-1,4.884375,0.0,0.3083139336778729,0.0
No infrastructure feedback,32,0.03,40,1000,1440310,0,-1,5.55,0.0,0.3352591454333176,0.0
No infrastructure feedback,32,0.03,40,1000,1440311,0,-1,4.165625,0.0,0.200836507491137,0.0
No infrastructure feedback,32,0.03,40,1000,1440312,0,-1,4.71875,0.0,0.2835861564064572,0.0
No infrastructure feedback,32,0.03,40,1000,1440313,0,-1,4.56875,0.0,0.2674564219847862,0.0
No infrastructure feedback,32,0.03,40,1000,1440314,0,-1,4.5875,0.0,0.2645740578591162,0.0
No infrastructure feedback,32,0.03,40,1000,1440315,0,-1,4.803125,0.0,0.3045351389975592,0.0
No infrastructure feedback,32,0.03,40,1000,1440316,0,-1,4.296875,0.0,0.2214549174507248,0.0
No infrastructure feedback,32,0.03,40,1000,1440317,0,-1,4.634375,0.0,0.2780096919805909,0.0
No infrastructure feedback,32,0.03,40,1000,1440318,0,-1,4.6375,0.0,0.2516763689398781,0.0
No infrastructure feedback,32,0.03,40,1000,1440319,0,-1,4.46875,0.0,0.2443936789655137,0.0
No infrastructure feedback,32,0.03,40,1000,1440320,0,-1,4.86875,0.0,0.292327458348264,0.0
No infrastructure feedback,32,0.03,40,1000,1440321,0,-1,4.528125,0.0,0.2894302712700596,0.0
No infrastructure feedback,32,0.03,40,1000,1440322,0,-1,5.103125,0.0,0.3113563581583204,0.0
No infrastructure feedback,32,0.03,40,1000,1440323,0,-1,5.959375,0.015625,0.3726623963037069,0.0
No infrastructure feedback,32,0.03,40,1000,1440324,0,-1,4.684375,0.0,0.2829731617355263,0.0
No infrastructure feedback,32,0.03,40,1000,1440325,0,-1,5.75625,0.0,0.3470177288889587,0.0
No infrastructure feedback,32,0.03,40,1000,1440326,0,-1,4.7375,0.0,0.3110107320145219,0.0
No infrastructure feedback,32,0.03,40,1000,1440327,0,-1,4.371875,0.0,0.2693454123355438,0.0
No infrastructure feedback,32,0.03,40,1000,1440328,0,-1,4.578125,0.0,0.2649034172889598,0.0
No infrastructure feedback,32,0.03,40,1000,1440329,0,-1,4.2875,0.0,0.2025732475006121,0.0
No infrastructure feedback,32,0.03,40,1000,1440330,0,-1,4.7125,0.0,0.2799904986582815,0.0
No infrastructure feedback,32,0.03,40,1000,1440331,0,-1,4.60625,0.0,0.277490347154832,0.0
No infrastructure feedback,32,0.03,40,1000,1440332,0,-1,4.86875,0.0,0.2791012254444417,0.0
No infrastructure feedback,32,0.03,40,1000,1440333,0,-1,4.775,0.0,0.2772291870899851,0.0
No infrastructure feedback,32,0.03,40,1000,1440334,0,-1,4.565625,0.0,0.2715534254410913,0.0
No infrastructure feedback,32,0.03,40,1000,1440335,0,-1,5.2,0.0,0.3332813688895333,0.0
No infrastructure feedback,32,0.03,40,1000,1440336,0,-1,4.35625,0.0,0.2657985855628295,0.0
No infrastructure feedback,32,0.03,40,1000,1440337,0,-1,4.66875,0.0,0.2637189980595117,0.0
No infrastructure feedback,32,0.03,40,1000,1440338,0,-1,4.165625,0.0,0.2378310360837273,0.0
No infrastructure feedback,32,0.03,40,1000,1440339,0,-1,4.646875,0.0,0.2589665286074675,0.0
No infrastructure feedback,32,0.03,40,1000,1440340,0,-1,4.8625,0.0,0.2699084325680752,0.0
No infrastructure feedback,32,0.03,40,1000,1440341,0,-1,4.65625,0.0,0.2474544939640937,0.0
No infrastructure feedback,32,0.03,40,1000,1440342,0,-1,5.225,0.0,0.3054864763275822,0.0
No infrastructure feedback,32,0.03,40,1000,1440343,0,-1,4.7875,0.0,0.2740433516157036,0.0
No infrastructure feedback,32,0.03,40,1000,1440344,0,-1,5.2375,0.0,0.3056881061371813,0.0
No infrastructure feedback,32,0.03,40,1000,1440345,0,-1,4.575,0.0,0.2551974345681663,0.0
No infrastructure feedback,32,0.03,40,1000,1440346,0,-1,4.7,0.0,0.2623583285788866,0.0
No infrastructure feedback,32,0.03,40,1000,1440347,0,-1,5.021875,0.009375,0.3032994965717113,0.0
No infrastructure feedback,32,0.03,40,1000,1440348,0,-1,4.821875,0.0,0.3019987841435013,0.0
No infrastructure feedback,32,0.03,40,1000,1440349,0,-1,4.909375,0.0,0.2723999183676985,0.0
No infrastructure feedback,32,0.06,40,1000,1440600,0,-1,4.784375,0.0,0.2938886230828298,0.0
No infrastructure feedback,32,0.06,40,1000,1440601,0,-1,5.315625,0.0,0.3119098281635497,0.0
No infrastructure feedback,32,0.06,40,1000,1440602,0,-1,4.509375,0.0,0.2437379989790487,0.0
No infrastructure feedback,32,0.06,40,1000,1440603,0,-1,4.66875,0.0,0.2712956750110544,0.0
No infrastructure feedback,32,0.06,40,1000,1440604,0,-1,4.74375,0.0,0.2823441022819785,0.0
No infrastructure feedback,32,0.06,40,1000,1440605,0,-1,5.225,0.0,0.3135994446741671,0.0
No infrastructure feedback,32,0.06,40,1000,1440606,0,-1,5.225,0.0,0.3104394519409689,0.0
No infrastructure feedback,32,0.06,40,1000,1440607,0,-1,5.2625,0.0,0.3290245440552015,0.0
No infrastructure feedback,32,0.06,40,1000,1440608,0,-1,5.16875,0.0,0.3052170771441039,0.0
No infrastructure feedback,32,0.06,40,1000,1440609,0,-1,4.584375,0.0,0.2568008499461401,0.0
No infrastructure feedback,32,0.06,40,1000,1440610,0,-1,4.703125,0.0,0.2858390550726295,0.0
No infrastructure feedback,32,0.06,40,1000,1440611,0,-1,5.134375,0.0,0.2894913273262351,0.0
No infrastructure feedback,32,0.06,40,1000,1440612,0,-1,4.25625,0.0,0.2216374038183994,0.0
No infrastructure feedback,32,0.06,40,1000,1440613,0,-1,4.71875,0.0,0.3029223104123138,0.0
No infrastructure feedback,32,0.06,40,1000,1440614,0,-1,4.821875,0.0,0.3021531088110528,0.0
No infrastructure feedback,32,0.06,40,1000,1440615,0,-1,4.840625,0.0,0.2748689717824074,0.0
No infrastructure feedback,32,0.06,40,1000,1440616,0,-1,4.63125,0.0,0.2533439214823263,0.0
No infrastructure feedback,32,0.06,40,1000,1440617,0,-1,5.134375,0.0,0.3135409229759848,0.0
No infrastructure feedback,32,0.06,40,1000,1440618,0,-1,4.44375,0.0,0.2665823839236135,0.0
No infrastructure feedback,32,0.06,40,1000,1440619,0,-1,4.840625,0.0,0.3073902064091997,0.0
No infrastructure feedback,32,0.06,40,1000,1440620,0,-1,5.33125,0.0,0.3422796089015428,0.0
No infrastructure feedback,32,0.06,40,1000,1440621,0,-1,4.934375,0.0,0.331977725801293,0.0
No infrastructure feedback,32,0.06,40,1000,1440622,0,-1,5.071875,0.0,0.3125652647627829,0.0
No infrastructure feedback,32,0.06,40,1000,1440623,0,-1,5.56875,0.0,0.3535491284672049,0.0
No infrastructure feedback,32,0.06,40,1000,1440624,0,-1,4.690625,0.0,0.2726710066399576,0.0
No infrastructure feedback,32,0.06,40,1000,1440625,0,-1,4.259375,0.0,0.2225288125909096,0.0
No infrastructure feedback,32,0.06,40,1000,1440626,0,-1,5.5625,0.0,0.3388675789219786,0.0
No infrastructure feedback,32,0.06,40,1000,1440627,0,-1,5.096875,0.0,0.3268926461022291,0.0
No infrastructure feedback,32,0.06,40,1000,1440628,0,-1,4.734375,0.0,0.3114660634914408,0.0
No infrastructure feedback,32,0.06,40,1000,1440629,0,-1,4.553125,0.0,0.2731276776318375,0.0
No infrastructure feedback,32,0.06,40,1000,1440630,0,-1,4.403125,0.0,0.244077226959575,0.0
No infrastructure feedback,32,0.06,40,1000,1440631,0,-1,4.596875,0.0,0.2702879386953675,0.0
No infrastructure feedback,32,0.06,40,1000,1440632,0,-1,4.565625,0.0,0.2852852562660292,0.0
No infrastructure feedback,32,0.06,40,1000,1440633,0,-1,4.375,0.0,0.2427436710010331,0.0
No infrastructure feedback,32,0.06,40,1000,1440634,0,-1,4.8875,0.0,0.2901046505162895,0.0
No infrastructure feedback,32,0.06,40,1000,1440635,0,-1,4.53125,0.0,0.2649277151288974,0.0
No infrastructure feedback,32,0.06,40,1000,1440636,0,-1,5.515625,0.0,0.327836853793824,0.0
No infrastructure feedback,32,0.06,40,1000,1440637,0,-1,5.26875,0.0,0.3318185673299089,0.0
No infrastructure feedback,32,0.06,40,1000,1440638,0,-1,4.30625,0.0,0.2455548695636446,0.0
No infrastructure feedback,32,0.06,40,1000,1440639,0,-1,4.784375,0.0,0.2864728405499638,0.0
No infrastructure feedback,32,0.06,40,1000,1440640,0,-1,4.75,0.0,0.278888584926858,0.0
No infrastructure feedback,32,0.06,40,1000,1440641,0,-1,5.484375,0.0,0.339720526615399,0.0
No infrastructure feedback,32,0.06,40,1000,1440642,0,-1,5.165625,0.0,0.3272658536740925,0.0
No infrastructure feedback,32,0.06,40,1000,1440643,0,-1,4.83125,0.0,0.2756522532386458,0.0
No infrastructure feedback,32,0.06,40,1000,1440644,0,-1,4.565625,0.0,0.2599166737866814,0.0
No infrastructure feedback,32,0.06,40,1000,1440645,0,-1,4.621875,0.0,0.2837631480489422,0.0
No infrastructure feedback,32,0.06,40,1000,1440646,0,-1,4.36875,0.0,0.2382910619675782,0.0
No infrastructure feedback,32,0.06,40,1000,1440647,0,-1,4.46875,0.0,0.2728189822188925,0.0
No infrastructure feedback,32,0.06,40,1000,1440648,0,-1,5.090625,0.0,0.3062162305472249,0.0
No infrastructure feedback,32,0.06,40,1000,1440649,0,-1,4.603125,0.0,0.2742433010012974,0.0
No infrastructure feedback,32,0.1,40,1000,1441000,0,-1,4.775,0.0,0.283702091114201,0.0
No infrastructure feedback,32,0.1,40,1000,1441001,0,-1,4.965625,0.0,0.3106827717593166,0.0
No infrastructure feedback,32,0.1,40,1000,1441002,0,-1,4.903125,0.0,0.295793909907912,0.0
No infrastructure feedback,32,0.1,40,1000,1441003,0,-1,5.1,0.0,0.2999145377148707,0.0
No infrastructure feedback,32,0.1,40,1000,1441004,0,-1,4.8625,0.0,0.2831952346099036,0.0
No infrastructure feedback,32,0.1,40,1000,1441005,0,-1,5.175,0.0,0.2955567152986252,0.0
No infrastructure feedback,32,0.1,40,1000,1441006,0,-1,5.290625,0.0,0.301139649876658,0.0
No infrastructure feedback,32,0.1,40,1000,1441007,0,-1,4.7875,0.0,0.2752235207174336,0.0
No infrastructure feedback,32,0.1,40,1000,1441008,0,-1,5.6875,0.053125,0.3192425458845704,0.0
No infrastructure feedback,32,0.1,40,1000,1441009,0,-1,4.684375,0.0,0.2755560880360089,0.0
No infrastructure feedback,32,0.1,40,1000,1441010,0,-1,5.60625,0.0,0.3298571799695145,0.0
No infrastructure feedback,32,0.1,40,1000,1441011,0,-1,5.025,0.0,0.2871172477310826,0.0
No infrastructure feedback,32,0.1,40,1000,1441012,0,-1,4.66875,0.0,0.274120999453787,0.0
No infrastructure feedback,32,0.1,40,1000,1441013,0,-1,4.725,0.0,0.2972456015596738,0.0
No infrastructure feedback,32,0.1,40,1000,1441014,0,-1,4.36875,0.0,0.2393808419136772,0.0
No infrastructure feedback,32,0.1,40,1000,1441015,0,-1,4.671875,0.0,0.2718732485408185,0.0
No infrastructure feedback,32,0.1,40,1000,1441016,0,-1,5.16875,0.0,0.3122922325762859,0.0
No infrastructure feedback,32,0.1,40,1000,1441017,0,-1,4.503125,0.0,0.2841528355783022,0.0
No infrastructure feedback,32,0.1,40,1000,1441018,0,-1,4.390625,0.0,0.2420402010704046,0.0
No infrastructure feedback,32,0.1,40,1000,1441019,0,-1,5.08125,0.0,0.2875300799648043,0.0
No infrastructure feedback,32,0.1,40,1000,1441020,0,-1,4.203125,0.0,0.2323635978602614,0.0
No infrastructure feedback,32,0.1,40,1000,1441021,0,-1,4.575,0.0,0.2652633718864817,0.0
No infrastructure feedback,32,0.1,40,1000,1441022,0,-1,4.84375,0.0,0.3089158295377034,0.0
No infrastructure feedback,32,0.1,40,1000,1441023,0,-1,4.890625,0.0,0.3051125045575987,0.0
No infrastructure feedback,32,0.1,40,1000,1441024,0,-1,5.58125,0.040625,0.3128473153574255,0.0
No infrastructure feedback,32,0.1,40,1000,1441025,0,-1,4.665625,0.0,0.2554655226633358,0.0
No infrastructure feedback,32,0.1,40,1000,1441026,0,-1,5.05,0.0,0.2943798414760307,0.0
No infrastructure feedback,32,0.1,40,1000,1441027,0,-1,5.5875,0.0,0.3402535395301984,0.0
No infrastructure feedback,32,0.1,40,1000,1441028,0,-1,4.98125,0.0,0.2923563564150771,0.0
No infrastructure feedback,32,0.1,40,1000,1441029,0,-1,4.15,0.0,0.2165644852963519,0.0
No infrastructure feedback,32,0.1,40,1000,1441030,0,-1,4.284375,0.0,0.2283340879405056,0.0
No infrastructure feedback,32,0.1,40,1000,1441031,0,-1,4.678125,0.0,0.251319697703021,0.0
No infrastructure feedback,32,0.1,40,1000,1441032,0,-1,4.575,0.0,0.2632565576960219,0.0
No infrastructure feedback,32,0.1,40,1000,1441033,0,-1,5.58125,0.00625,0.3401842594512825,0.0
No infrastructure feedback,32,0.1,40,1000,1441034,0,-1,4.25625,0.0,0.2545571738165874,0.0
No infrastructure feedback,32,0.1,40,1000,1441035,0,-1,4.45,0.0,0.2605892023317209,0.0
No infrastructure feedback,32,0.1,40,1000,1441036,0,-1,4.703125,0.0,0.2894771858019621,0.0
No infrastructure feedback,32,0.1,40,1000,1441037,0,-1,5.034375,0.0,0.3434423438555642,0.0
No infrastructure feedback,32,0.1,40,1000,1441038,0,-1,5.096875,0.0,0.2899876938222512,0.0
No infrastructure feedback,32,0.1,40,1000,1441039,0,-1,4.965625,0.0,0.2883243285727386,0.0
No infrastructure feedback,32,0.1,40,1000,1441040,0,-1,4.634375,0.0,0.2655264375894836,0.0
No infrastructure feedback,32,0.1,40,1000,1441041,0,-1,4.3625,0.0,0.2256435925581783,0.0
No infrastructure feedback,32,0.1,40,1000,1441042,0,-1,4.896875,0.0,0.281080694784583,0.0
No infrastructure feedback,32,0.1,40,1000,1441043,0,-1,4.459375,0.0,0.2617621960646976,0.0
No infrastructure feedback,32,0.1,40,1000,1441044,0,-1,4.459375,0.0,0.2521516692343484,0.0
No infrastructure feedback,32,0.1,40,1000,1441045,0,-1,4.659375,0.0,0.2846767239479998,0.0
No infrastructure feedback,32,0.1,40,1000,1441046,0,-1,4.75,0.0,0.2700693157037163,0.0
No infrastructure feedback,32,0.1,40,1000,1441047,0,-1,6.128125,0.0,0.3699376828798904,0.0
No infrastructure feedback,32,0.1,40,1000,1441048,0,-1,5.63125,0.0,0.3497989955930626,0.0
No infrastructure feedback,32,0.1,40,1000,1441049,0,-1,4.515625,0.0,0.2439721284453199,0.0
No infrastructure feedback,32,0.16,40,1000,1441600,0,-1,4.6,0.0,0.2594350591856285,0.0
No infrastructure feedback,32,0.16,40,1000,1441601,0,-1,4.40625,0.0,0.2645105044235017,0.0
No infrastructure feedback,32,0.16,40,1000,1441602,0,-1,4.4875,0.0,0.2516066404389311,0.0
No infrastructure feedback,32,0.16,40,1000,1441603,0,-1,4.9125,0.0,0.2728832199316621,0.0
No infrastructure feedback,32,0.16,40,1000,1441604,0,-1,5.365625,0.0,0.3294723464794807,0.0
No infrastructure feedback,32,0.16,40,1000,1441605,0,-1,4.675,0.0,0.2836666359032387,0.0
No infrastructure feedback,32,0.16,40,1000,1441606,0,-1,4.6125,0.0,0.2559998522910166,0.0
No infrastructure feedback,32,0.16,40,1000,1441607,0,-1,4.70625,0.0,0.3054127757903085,0.0
No infrastructure feedback,32,0.16,40,1000,1441608,0,-1,4.884375,0.0,0.2955007843460914,0.0
No infrastructure feedback,32,0.16,40,1000,1441609,0,-1,4.946875,0.0,0.2878237353610219,0.0
No infrastructure feedback,32,0.16,40,1000,1441610,0,-1,5.778125,0.0,0.3650938018019888,0.0
No infrastructure feedback,32,0.16,40,1000,1441611,0,-1,4.7,0.0,0.2706089762919562,0.0
No infrastructure feedback,32,0.16,40,1000,1441612,0,-1,5.053125,0.0,0.3408630664891988,0.0
No infrastructure feedback,32,0.16,40,1000,1441613,0,-1,5.465625,0.0,0.3414701571847123,0.0
No infrastructure feedback,32,0.16,40,1000,1441614,0,-1,4.778125,0.0,0.2894352790752675,0.0
No infrastructure feedback,32,0.16,40,1000,1441615,0,-1,4.628125,0.0,0.2860821964759677,0.0
No infrastructure feedback,32,0.16,40,1000,1441616,0,-1,4.64375,0.0,0.2433643257816737,0.0
No infrastructure feedback,32,0.16,40,1000,1441617,0,-1,4.578125,0.0,0.2676574285058194,0.0
No infrastructure feedback,32,0.16,40,1000,1441618,0,-1,4.50625,0.0,0.2470795095289459,0.0
No infrastructure feedback,32,0.16,40,1000,1441619,0,-1,5.4,0.0,0.3091482322898402,0.0
No infrastructure feedback,32,0.16,40,1000,1441620,0,-1,4.55,0.0,0.2856876536698713,0.0
No infrastructure feedback,32,0.16,40,1000,1441621,0,-1,5.05,0.0,0.2783396714806204,0.0
No infrastructure feedback,32,0.16,40,1000,1441622,0,-1,4.25,0.0,0.2372057585045171,0.0
No infrastructure feedback,32,0.16,40,1000,1441623,0,-1,4.99375,0.0,0.3041455404172614,0.0
No infrastructure feedback,32,0.16,40,1000,1441624,0,-1,4.790625,0.0,0.2846837957889071,0.0
No infrastructure feedback,32,0.16,40,1000,1441625,0,-1,5.7125,0.0,0.3437335314734863,0.0
No infrastructure feedback,32,0.16,40,1000,1441626,0,-1,4.315625,0.0,0.2500244432740978,0.0
No infrastructure feedback,32,0.16,40,1000,1441627,0,-1,4.778125,0.0,0.3062047258489221,0.0
No infrastructure feedback,32,0.16,40,1000,1441628,0,-1,4.3625,0.0,0.2584638461974982,0.0
No infrastructure feedback,32,0.16,40,1000,1441629,0,-1,4.4375,0.0,0.258193140460349,0.0
