model,flag,contact_probability,duration_generations,duration_years,seed,primary_ignition,first_generation,final_repertoire,final_primary_fraction,final_cognition,final_infrastructure
Full model,0,0.1,80,2000,1081016,1,156,27.5875,0.996875,0.5146353906288874,0.9973434240399718
Full model,0,0.1,80,2000,1081017,1,149,28.084375,0.990625,0.5869597192399845,0.9976110280027386
Full model,0,0.1,80,2000,1081018,0,178,18.403125,0.625,0.3848845484424245,0.6314282056473833
Full model,0,0.1,80,2000,1081019,1,134,27.80625,0.996875,0.5577346621241939,0.9973798119349364
Full model,0,0.1,80,2000,1081020,1,141,27.590625,0.9875,0.5284416329280798,0.9974073630931808
Full model,0,0.1,80,2000,1081021,1,149,26.73125,0.990625,0.4698646789398498,0.9971525283494572
Full model,0,0.1,80,2000,1081022,1,144,27.965625,0.996875,0.5652749675460746,0.9974738782767938
Full model,0,0.1,80,2000,1081023,1,156,27.63125,0.99375,0.5421800239291821,0.9973497575718618
Full model,0,0.1,80,2000,1081024,1,151,27.703125,1.0,0.5548012509553301,0.9973619241784824
Full model,0,0.1,80,2000,1081025,1,148,27.2625,0.99375,0.5111613709610964,0.997144779101972
Full model,0,0.1,80,2000,1081026,1,137,27.825,1.0,0.5239164122764534,0.9972408628107072
Full model,0,0.1,80,2000,1081027,0,195,12.646875,0.378125,0.3406607564770593,0.4034229986115965
Full model,0,0.1,80,2000,1081028,1,161,27.28125,0.996875,0.4923685043083415,0.9972330032330162
Full model,0,0.1,80,2000,1081029,1,147,27.90625,0.99375,0.5426425155003771,0.9974077684061344
Full model,0,0.1,80,2000,1081030,1,134,27.99375,0.996875,0.5835223737040485,0.9975435658395548
Full model,0,0.1,80,2000,1081031,1,136,27.315625,0.99375,0.5073669602039007,0.99724245047126
Full model,0,0.1,80,2000,1081032,1,172,27.409375,0.996875,0.5288635675819775,0.9939096022490994
Full model,0,0.1,80,2000,1081033,1,137,27.78125,1.0,0.5417783002902469,0.9974238116123472
Full model,0,0.1,80,2000,1081034,1,149,27.609375,1.0,0.5047385923163701,0.997284436241054
Full model,0,0.1,80,2000,1081035,0,184,17.246875,0.55625,0.3631034945438536,0.5695417589102555
Full model,0,0.1,80,2000,1081036,1,149,27.621875,0.996875,0.5385076406137672,0.9974998152958776
Full model,0,0.1,80,2000,1081037,1,135,27.340625,0.996875,0.5112993464622855,0.9973351954183168
Full model,0,0.1,80,2000,1081038,1,132,28.065625,0.9875,0.5594675271289054,0.9974190916346526
Full model,0,0.1,80,2000,1081039,1,168,27.778125,0.99375,0.5461569144426281,0.997468249861448
Full model,0,0.1,80,2000,1081040,1,135,27.575,0.99375,0.5271386498578741,0.9973054395573886
Full model,0,0.1,80,2000,1081041,1,141,27.44375,0.990625,0.5168495890148935,0.9972739383153076
Full model,0,0.1,80,2000,1081042,1,142,27.75625,0.996875,0.552728163604232,0.9974321510701276
Full model,0,0.1,80,2000,1081043,1,142,27.921875,0.990625,0.5553161124506031,0.9974329184024036
Full model,0,0.1,80,2000,1081044,1,162,27.40625,0.9875,0.5155107900706815,0.99719884918682
Full model,0,0.1,80,2000,1081045,1,133,27.271875,0.996875,0.5131332277571901,0.997339631061768
Full model,0,0.1,80,2000,1081046,1,161,27.575,0.99375,0.5329203862162538,0.9973799002241094
Full model,0,0.1,80,2000,1081047,1,162,27.9875,1.0,0.5836127210441544,0.9975847574362544
Full model,0,0.1,80,2000,1081048,1,159,27.259375,0.990625,0.5136992905355137,0.9970975053375376
Full model,0,0.1,80,2000,1081049,1,139,27.8,1.0,0.5249480490139808,0.9973415597216514
Full model,0,0.16,80,2000,1081600,1,146,27.321875,0.996875,0.5243437308178891,0.9973295620775724
Full model,0,0.16,80,2000,1081601,1,145,28.01875,0.996875,0.5647596474635876,0.997449694678002
Full model,0,0.16,80,2000,1081602,1,132,27.528125,0.99375,0.5250760572354517,0.9974160321445624
Full model,0,0.16,80,2000,1081603,1,139,27.59375,1.0,0.5157699583420112,0.9974406050710488
Full model,0,0.16,80,2000,1081604,1,137,27.828125,0.99375,0.5647903206971222,0.997428295478972
Full model,0,0.16,80,2000,1081605,1,134,27.64375,1.0,0.5401329542617617,0.9974053001750152
Full model,0,0.16,80,2000,1081606,1,146,27.8875,0.996875,0.5515258222785283,0.9974138398031818
Full model,0,0.16,80,2000,1081607,1,146,27.65625,0.996875,0.5231355605189515,0.9973718196914398
Full model,0,0.16,80,2000,1081608,1,136,28.053125,1.0,0.5686425828317121,0.997613672445181
Full model,0,0.16,80,2000,1081609,1,145,27.490625,0.99375,0.5332086496583062,0.9972992475659482
Full model,0,0.16,80,2000,1081610,1,146,27.690625,0.99375,0.5313100411748637,0.9973943223318696
Full model,0,0.16,80,2000,1081611,1,137,27.728125,0.99375,0.5457044631391995,0.9973621714215192
Full model,0,0.16,80,2000,1081612,1,144,27.503125,0.99375,0.524930517303653,0.9972764112632718
Full model,0,0.16,80,2000,1081613,1,142,27.565625,1.0,0.4988687279568228,0.997270227627684
Full model,0,0.16,80,2000,1081614,1,153,27.621875,1.0,0.5322360480488899,0.9974513418219648
Full model,0,0.16,80,2000,1081615,1,146,27.775,1.0,0.5453655370211757,0.9973703542497572
Full model,0,0.16,80,2000,1081616,1,164,27.490625,1.0,0.5315667379498423,0.997312564443933
Full model,0,0.16,80,2000,1081617,1,153,27.740625,1.0,0.5336274039214395,0.9973077487399712
Full model,0,0.16,80,2000,1081618,1,141,27.628125,0.996875,0.5366326845468744,0.9972945152154412
Full model,0,0.16,80,2000,1081619,1,138,27.940625,0.996875,0.567905003895843,0.9975459637670702
Full model,0,0.16,80,2000,1081620,1,162,27.24375,0.99375,0.4893892771547706,0.9971451994319676
Full model,0,0.16,80,2000,1081621,1,147,27.575,0.996875,0.5301454681281313,0.99739913357823
Full model,0,0.16,80,2000,1081622,0,-1,5.059375,0.034375,0.2276350751008188,0.0741971864228915
Full model,0,0.16,80,2000,1081623,1,140,27.65625,1.0,0.5453364646325836,0.997412490364144
Full model,0,0.16,80,2000,1081624,1,136,27.9,0.996875,0.534380934488517,0.9972960260289404
Full model,0,0.16,80,2000,1081625,1,168,27.38125,0.990625,0.5292104722762305,0.9974117857131748
Full model,0,0.16,80,2000,1081626,1,144,27.434375,0.990625,0.5274263033529538,0.9974009391620716
Full model,0,0.16,80,2000,1081627,1,143,27.328125,1.0,0.5054667816934789,0.9972738656196364
Full model,0,0.16,80,2000,1081628,1,181,27.7125,1.0,0.5401251267839864,0.9972653451329716
Full model,0,0.16,80,2000,1081629,0,389,6.94375,0.125,0.2952931444769479,0.170200156242873
Full model,0,0.16,80,2000,1081630,1,164,27.8,1.0,0.5587671942806831,0.9973340965090038
Full model,0,0.16,80,2000,1081631,1,147,27.646875,1.0,0.5176804540511201,0.9972932025228092
Full model,0,0.16,80,2000,1081632,1,131,27.575,0.996875,0.5129073573745897,0.997311553011315
Full model,0,0.16,80,2000,1081633,1,141,27.61875,0.996875,0.5217924951812569,0.997308301763332
Full model,0,0.16,80,2000,1081634,1,138,27.69375,1.0,0.5217588868297877,0.9973862410036534
Full model,0,0.16,80,2000,1081635,1,185,27.540625,0.996875,0.5270730679156669,0.9972967129958842
Full model,0,0.16,80,2000,1081636,1,165,27.940625,1.0,0.5469965031469497,0.9972719629551476
Full model,0,0.16,80,2000,1081637,1,154,28.346875,0.99375,0.6116384755978806,0.9976430004499086
Full model,0,0.16,80,2000,1081638,1,181,27.64375,1.0,0.5382256984037409,0.9972986714921916
Full model,0,0.16,80,2000,1081639,1,136,27.6125,0.996875,0.5352468270642392,0.997409152001848
Full model,0,0.16,80,2000,1081640,1,149,28.171875,0.996875,0.5748095993971211,0.9975920894442016
Full model,0,0.16,80,2000,1081641,1,186,26.334375,0.934375,0.5267758557746234,0.9365200039540268
Full model,0,0.16,80,2000,1081642,1,166,27.41875,0.996875,0.5053466906210339,0.9971746722454116
Full model,0,0.16,80,2000,1081643,1,137,27.85625,0.99375,0.5469411018539667,0.997450008769809
Full model,0,0.16,80,2000,1081644,1,164,27.740625,0.996875,0.5717793911958853,0.9974856569929976
Full model,0,0.16,80,2000,1081645,0,-1,4.83125,0.0,0.2730862036449723,0.0324421095008837
Full model,0,0.16,80,2000,1081646,1,154,27.496875,1.0,0.4981420901432011,0.9973787385560984
Full model,0,0.16,80,2000,1081647,1,144,27.55625,0.996875,0.5387803064200091,0.9974880113210688
Full model,0,0.16,80,2000,1081648,1,140,27.853125,1.0,0.5569365303502278,0.9975283718012824
Full model,0,0.16,80,2000,1081649,1,144,27.659375,1.0,0.5316701193904949,0.9973550337306434
No contact event,64,0.1,60,1500,2000000,0,-1,4.63125,0.0,0.2688744362386207,0.0210482950211056
No contact event,64,0.1,60,1500,2000001,0,-1,4.978125,0.0,0.3153380943989176,0.0254554255211729
No contact event,64,0.1,60,1500,2000002,0,-1,5.63125,0.053125,0.3025869957920563,0.0843686310025652
No contact event,64,0.1,60,1500,2000003,0,-1,4.790625,0.0,0.3041540168154812,0.0243648158231907
No contact event,64,0.1,60,1500,2000004,0,-1,5.803125,0.0625,0.3226968649500911,0.0871307474907643
No contact event,64,0.1,60,1500,2000005,0,-1,4.8375,0.025,0.2498452879269875,0.0711619812720118
No contact event,64,0.1,60,1500,2000006,0,-1,4.628125,0.009375,0.2190990179743127,0.0519829910787544
No contact event,64,0.1,60,1500,2000007,0,-1,4.846875,0.0,0.2702462244476203,0.0305509482774707
No contact event,64,0.1,60,1500,2000008,0,-1,4.325,0.0,0.2486400487227124,0.0196004474047332
No contact event,64,0.1,60,1500,2000009,0,-1,4.51875,0.0,0.2546579668451787,0.0211525233093293
No contact event,64,0.1,60,1500,2000010,0,-1,4.7,0.0,0.2720108749405508,0.0267346944724213
No contact event,64,0.1,60,1500,2000011,0,-1,5.009375,0.0,0.2930313230413827,0.0364806532439047
No contact event,64,0.1,60,1500,2000012,0,-1,4.33125,0.0,0.2330137922155736,0.0186510213603242
No contact event,64,0.1,60,1500,2000013,0,-1,4.040625,0.0,0.2140399134165282,0.0174327403752773
No contact event,64,0.1,60,1500,2000014,0,-1,5.19375,0.0,0.2738014836615888,0.0529140976318805
No contact event,64,0.1,60,1500,2000015,0,-1,4.753125,0.0,0.278806176586201,0.0238670643562281
No contact event,64,0.1,60,1500,2000016,0,-1,4.665625,0.0,0.273462876517794,0.024522862661388
No contact event,64,0.1,60,1500,2000017,0,-1,4.31875,0.0,0.2324252812577151,0.0189901029492737
No contact event,64,0.1,60,1500,2000018,0,-1,5.128125,0.059375,0.2596124395788888,0.0769372959003961
No contact event,64,0.1,60,1500,2000019,0,-1,5.5125,0.0,0.3336137628916897,0.0446058828536755
No contact event,64,0.1,60,1500,2000020,0,-1,5.8875,0.034375,0.3336032110358871,0.0934179691967245
No contact event,64,0.1,60,1500,2000021,0,-1,4.35,0.0,0.247741645383874,0.0181972618212824
No contact event,64,0.1,60,1500,2000022,0,-1,4.740625,0.0,0.2945538349667742,0.0264049977715299
No contact event,64,0.1,60,1500,2000023,0,417,6.5,0.090625,0.3114886294826758,0.165299343555365
No contact event,64,0.1,60,1500,2000024,0,-1,4.865625,0.0,0.2846773763098434,0.0236516127852008
No contact event,64,0.1,60,1500,2000025,0,-1,4.2875,0.0,0.2127405525397826,0.016099727917843
No contact event,64,0.1,60,1500,2000026,0,-1,5.85625,0.009375,0.3285560580105792,0.088373740327803
No contact event,64,0.1,60,1500,2000027,0,-1,4.721875,0.0,0.2742803272407802,0.027665125117946
No contact event,64,0.1,60,1500,2000028,0,-1,5.1875,0.040625,0.2573914104698424,0.0834329997665608
No contact event,64,0.1,60,1500,2000029,0,-1,4.65,0.0,0.2577004154637761,0.0243957665728167
No contact event,64,0.1,60,1500,2000030,0,355,6.51875,0.125,0.2834946993857948,0.1424771360511681
No contact event,64,0.1,60,1500,2000031,0,-1,5.41875,0.0,0.3375679750573074,0.0361309922359043
No contact event,64,0.1,60,1500,2000032,0,-1,5.0625,0.021875,0.2636761085574161,0.0746561888620576
No contact event,64,0.1,60,1500,2000033,0,-1,4.121875,0.0,0.2075941042124498,0.0162108606997722
No contact event,64,0.1,60,1500,2000034,0,-1,4.49375,0.0,0.2695729235696902,0.0210528700389347
No contact event,64,0.1,60,1500,2000035,0,-1,4.55,0.0,0.2261287091651061,0.0251340776614837
No contact event,64,0.1,60,1500,2000036,0,-1,4.403125,0.0,0.2524296496402579,0.0194842455214023
No contact event,64,0.1,60,1500,2000037,0,-1,4.65,0.0,0.2680304530125568,0.023560517969395
No contact event,64,0.1,60,1500,2000038,0,-1,5.73125,0.059375,0.3256594180015603,0.0938672633981016
No contact event,64,0.1,60,1500,2000039,0,-1,4.825,0.0,0.2692006310864106,0.0284569664916653
No contact event,64,0.1,60,1500,2000040,0,-1,4.253125,0.0,0.2273379688763384,0.0177626650998078
No contact event,64,0.1,60,1500,2000041,0,-1,4.921875,0.0,0.288927414856046,0.0244229082053493
No contact event,64,0.1,60,1500,2000042,0,-1,4.396875,0.0,0.2364538266426771,0.016967996357281
No contact event,64,0.1,60,1500,2000043,0,-1,4.196875,0.0,0.2577463829552769,0.0174607847128243
No contact event,64,0.1,60,1500,2000044,0,-1,4.5125,0.0,0.2757581741428473,0.019737557900552
No contact event,64,0.1,60,1500,2000045,0,-1,5.703125,0.0625,0.2766399027902414,0.1059387552527375
No contact event,64,0.1,60,1500,2000046,0,-1,5.59375,0.034375,0.2872710547133944,0.0945515489047934
No contact event,64,0.1,60,1500,2000047,0,-1,5.028125,0.034375,0.2309865473946491,0.0724955102595295
No contact event,64,0.1,60,1500,2000048,0,-1,4.35625,0.0,0.2433009253217712,0.0176260487969564
No contact event,64,0.1,60,1500,2000049,0,-1,4.23125,0.0,0.2247241793009792,0.0174512461159417
No contact event,64,0.1,60,1500,2000050,0,-1,5.1125,0.0,0.268710421294963,0.0544636464360515
No contact event,64,0.1,60,1500,2000051,0,-1,4.465625,0.0,0.2817315203981825,0.022197078868937
No contact event,64,0.1,60,1500,2000052,0,-1,4.340625,0.0,0.2631534943821106,0.0183793349033709
No contact event,64,0.1,60,1500,2000053,0,-1,5.06875,0.0,0.2840400598016063,0.0354948199957305
No contact event,64,0.1,60,1500,2000054,0,-1,4.109375,0.0,0.2411326493765942,0.0178869802153441
No contact event,64,0.1,60,1500,2000055,0,-1,5.7,0.0375,0.2985402642470436,0.0927871131037981
No contact event,64,0.1,60,1500,2000056,0,-1,5.0375,0.0,0.2982736124031664,0.0299465044368288
No contact event,64,0.1,60,1500,2000057,0,289,9.628125,0.253125,0.3332848894245185,0.284506482729878
No contact event,64,0.1,60,1500,2000058,0,225,8.5125,0.1875,0.2952439225802627,0.2292851523049064
No contact event,64,0.1,60,1500,2000059,0,-1,4.734375,0.0,0.2585942169306019,0.0235252447787609
No contact event,64,0.1,60,1500,2000060,0,301,11.45,0.353125,0.3381155379345896,0.3900846951616029
No contact event,64,0.1,60,1500,2000061,0,-1,5.478125,0.0375,0.3090296990145479,0.0872955268239888
No contact event,64,0.1,60,1500,2000062,0,-1,4.90625,0.0,0.2720337281933365,0.0404859942014063
No contact event,64,0.1,60,1500,2000063,0,-1,4.575,0.0,0.2421857669796873,0.0248970754194435
No contact event,64,0.1,60,1500,2000064,0,-1,4.690625,0.0,0.2960907647560388,0.0262962189118615
No contact event,64,0.1,60,1500,2000065,0,337,8.234375,0.25,0.2925523283247777,0.2588665649881647
No contact event,64,0.1,60,1500,2000066,0,387,7.4125,0.18125,0.3173589035444624,0.2002637880558875
No contact event,64,0.1,60,1500,2000067,0,-1,4.7125,0.0,0.2626820897513401,0.0247989539398031
No contact event,64,0.1,60,1500,2000068,0,-1,4.734375,0.00625,0.2485698480526534,0.0553603904186722
No contact event,64,0.1,60,1500,2000069,0,-1,4.353125,0.0,0.2500133426317177,0.0185554644217164
No contact event,64,0.1,60,1500,2000070,0,-1,4.90625,0.0,0.2545335639866824,0.0425616136099807
No contact event,64,0.1,60,1500,2000071,0,-1,5.66875,0.021875,0.3187620453828693,0.0915921145084615
No contact event,64,0.1,60,1500,2000072,0,-1,5.028125,0.0,0.2928393589021871,0.0352836473524277
No contact event,64,0.1,60,1500,2000073,0,-1,4.75,0.0,0.2810087184746441,0.0256889070965632
No contact event,64,0.1,60,1500,2000074,0,383,7.23125,0.146875,0.3192230291122517,0.2026026165984353
No contact event,64,0.1,60,1500,2000075,0,-1,4.734375,0.0,0.2975877701941893,0.0203756815017302
No contact event,64,0.1,60,1500,2000076,0,-1,5.175,0.0,0.3101946789056383,0.05595485074032
No contact event,64,0.1,60,1500,2000077,0,393,6.878125,0.128125,0.2964913427376118,0.1809127906438714
No contact event,64,0.1,60,1500,2000078,0,-1,4.840625,0.0,0.268970435076199,0.02907625754109
No contact event,64,0.1,60,1500,2000079,0,-1,4.49375,0.0,0.271339218594015,0.0201810053569398
No contact event,64,0.1,60,1500,2000080,0,-1,5.49375,0.04375,0.2403253732386149,0.1233510046163285
No contact event,64,0.1,60,1500,2000081,0,-1,4.140625,0.0,0.2160045189277357,0.0159597532653931
No contact event,64,0.1,60,1500,2000082,0,386,8.990625,0.240625,0.3173200341919009,0.2702984715514342
No contact event,64,0.1,60,1500,2000083,0,-1,4.478125,0.0,0.2456118141794629,0.0196511115388407
No contact event,64,0.1,60,1500,2000084,0,-1,4.3625,0.0,0.2438253930798433,0.0205163256849719
No contact event,64,0.1,60,1500,2000085,0,-1,5.815625,0.06875,0.2788651295775263,0.1301478930821683
No contact event,64,0.1,60,1500,2000086,0,308,8.178125,0.1875,0.2920469167954789,0.2058791879030245
No contact event,64,0.1,60,1500,2000087,0,-1,5.071875,0.0,0.2653156778591062,0.042525396971155
No contact event,64,0.1,60,1500,2000088,0,-1,5.428125,0.028125,0.2698895430291015,0.0790650969944553
No contact event,64,0.1,60,1500,2000089,0,238,11.315625,0.30625,0.3348198457986391,0.3310347217633053
No contact event,64,0.1,60,1500,2000090,0,301,7.346875,0.18125,0.2447942899248839,0.1988415901170701
No contact event,64,0.1,60,1500,2000091,0,-1,4.378125,0.0,0.2290683593078163,0.0191413964746616
No contact event,64,0.1,60,1500,2000092,0,-1,5.678125,0.03125,0.2970722141646165,0.090616438669401
No contact event,64,0.1,60,1500,2000093,0,-1,4.309375,0.0,0.2403846723306698,0.0185104690383535
No contact event,64,0.1,60,1500,2000094,0,361,7.55,0.159375,0.3265842189570412,0.2525898877094534
No contact event,64,0.1,60,1500,2000095,0,-1,4.6875,0.0,0.3083311082751543,0.0244561993768955
No contact event,64,0.1,60,1500,2000096,0,-1,5.9875,0.0375,0.3177249576177797,0.093705492370612
No contact event,64,0.1,60,1500,2000097,0,-1,4.78125,0.0,0.2899438714795991,0.0268137797084922
No contact event,64,0.1,60,1500,2000098,0,-1,4.290625,0.0,0.2205472329162267,0.0171581750091223
No contact event,64,0.1,60,1500,2000099,0,393,6.753125,0.140625,0.2764838141428716,0.1958387631730102
No contact event,64,0.1,60,1500,2000100,0,334,7.23125,0.125,0.2855722707506222,0.1702786959469148
No contact event,64,0.1,60,1500,2000101,0,-1,4.821875,0.0,0.2667369707641372,0.035605199659336
No contact event,64,0.1,60,1500,2000102,0,-1,4.4875,0.0,0.2524578206191951,0.0215876792974397
No contact event,64,0.1,60,1500,2000103,0,-1,4.478125,0.0,0.2681748481311595,0.0204142895895336
No contact event,64,0.1,60,1500,2000104,0,-1,4.45625,0.0,0.2659057208545562,0.0176644959140891
No contact event,64,0.1,60,1500,2000105,0,254,11.065625,0.309375,0.3395407823429456,0.3618702300046328
No contact event,64,0.1,60,1500,2000106,0,-1,4.61875,0.0,0.2906639250752784,0.0206506277716536
No contact event,64,0.1,60,1500,2000107,0,-1,4.165625,0.0,0.2058083489716138,0.0166684077956917
No contact event,64,0.1,60,1500,2000108,0,-1,5.628125,0.0,0.2984947254317798,0.0801548573316134
No contact event,64,0.1,60,1500,2000109,0,-1,4.678125,0.0,0.2486883611571822,0.0218395504727353
No contact event,64,0.1,60,1500,2000110,0,-1,5.00625,0.0,0.2964710526990459,0.0327566473489065
No contact event,64,0.1,60,1500,2000111,0,-1,4.8375,0.0,0.270191669130334,0.0407074911352569
No contact event,64,0.1,60,1500,2000112,0,-1,4.56875,0.0,0.2432858785147608,0.02344917091828
No contact event,64,0.1,60,1500,2000113,0,-1,4.565625,0.0,0.267706397825396,0.0242731873371084
No contact event,64,0.1,60,1500,2000114,0,315,8.134375,0.1875,0.3061242994358607,0.2121727963450381
No contact event,64,0.1,60,1500,2000115,0,-1,5.090625,0.0,0.3012840002972186,0.0520568078591361
No contact event,64,0.1,60,1500,2000116,0,352,9.596875,0.26875,0.3261535927293428,0.3235270710458486
No contact event,64,0.1,60,1500,2000117,0,-1,4.4375,0.0,0.2658227811216432,0.0195355736035021
No contact event,64,0.1,60,1500,2000118,0,-1,4.98125,0.0,0.263316713981445,0.0666089855215154
No contact event,64,0.1,60,1500,2000119,0,-1,4.48125,0.0,0.2436531603158359,0.0198908302883279
No contact event,64,0.1,60,1500,2000120,0,282,8.13125,0.1875,0.3376925222013294,0.2226095504482497
No contact event,64,0.1,60,1500,2000121,0,-1,5.740625,0.0,0.3129751401623634,0.0850568746381877
No contact event,64,0.1,60,1500,2000122,0,-1,5.221875,0.0375,0.280921565478223,0.0784997320619207
No contact event,64,0.1,60,1500,2000123,0,-1,4.6375,0.0,0.2842541544853881,0.0271917532127904
No contact event,64,0.1,60,1500,2000124,0,-1,4.540625,0.0,0.2527163426810989,0.0220232567828061
No contact event,64,0.1,60,1500,2000125,0,-1,4.41875,0.0,0.2599773489106562,0.0211458249265815
No contact event,64,0.1,60,1500,2000126,0,-1,4.571875,0.0,0.2710008785297503,0.0228424777547712
No contact event,64,0.1,60,1500,2000127,0,-1,4.784375,0.0,0.2629955746138541,0.0216124973187278
No contact event,64,0.1,60,1500,2000128,0,-1,4.778125,0.0,0.3148147167884788,0.0233704175805013
No contact event,64,0.1,60,1500,2000129,0,327,9.365625,0.25,0.3215482372964314,0.2812347349256413
No contact event,64,0.1,60,1500,2000130,0,-1,4.190625,0.0,0.2272133560668364,0.0157778653310654
No contact event,64,0.1,60,1500,2000131,0,-1,4.578125,0.0,0.2665021639619605,0.0194750294315823
No contact event,64,0.1,60,1500,2000132,0,-1,5.30625,0.0,0.3144392036503661,0.053274604583639
No contact event,64,0.1,60,1500,2000133,0,-1,4.503125,0.0,0.2542659987506049,0.0187656031293448
No contact event,64,0.1,60,1500,2000134,0,-1,4.609375,0.0,0.2747667287973359,0.0210977873843945
No contact event,64,0.1,60,1500,2000135,0,-1,5.68125,0.05,0.3225419087809916,0.0894499782713996
No contact event,64,0.1,60,1500,2000136,0,-1,5.5375,0.0625,0.299011508837766,0.0829556747550399
No contact event,64,0.1,60,1500,2000137,0,-1,4.25625,0.0,0.2567492412240774,0.0170180286865432
No contact event,64,0.1,60,1500,2000138,0,-1,4.875,0.0,0.2930877599601101,0.0294914223050899
No contact event,64,0.1,60,1500,2000139,0,-1,5.1875,0.046875,0.2353287357586294,0.0772591716232202
No contact event,64,0.1,60,1500,2000140,0,-1,5.65,0.0,0.3052390649960328,0.0786528479930907
No contact event,64,0.1,60,1500,2000141,0,-1,4.55,0.0,0.2819233983386614,0.019692765298763
No contact event,64,0.1,60,1500,2000142,0,-1,4.64375,0.0,0.2706545745777419,0.0211557323021884
No contact event,64,0.1,60,1500,2000143,0,-1,4.55625,0.0,0.2796188953370943,0.0217171817674776
No contact event,64,0.1,60,1500,2000144,0,-1,5.3625,0.021875,0.3132151021284018,0.0816190147437026
No contact event,64,0.1,60,1500,2000145,0,-1,4.8,0.0,0.3072353612736477,0.0269972564194423
No contact event,64,0.1,60,1500,2000146,0,-1,5.93125,0.0375,0.3583109249242441,0.0871685092470421
No contact event,64,0.1,60,1500,2000147,0,-1,4.559375,0.0,0.2488434940989459,0.0198234001567467
No contact event,64,0.1,60,1500,2000148,0,386,6.796875,0.140625,0.2955241345204601,0.1891203500503066
No contact event,64,0.1,60,1500,2000149,0,-1,4.2375,0.0,0.2358493785248797,0.0194767369878156
No contact event,64,0.1,60,1500,2000150,0,-1,4.684375,0.0,0.2329374625052379,0.0359945550410872
No contact event,64,0.1,60,1500,2000151,0,-1,4.65,0.0,0.2757955924733872,0.0214159384988916
No contact event,64,0.1,60,1500,2000152,0,-1,5.371875,0.0,0.2655085036767213,0.079321501594398
No contact event,64,0.1,60,1500,2000153,0,347,7.84375,0.21875,0.3242352636299514,0.258962699355432
No contact event,64,0.1,60,1500,2000154,0,-1,4.209375,0.0,0.2259008245404705,0.0171901985222929
No contact event,64,0.1,60,1500,2000155,0,-1,4.509375,0.0,0.2396266796893413,0.0193332939808023
No contact event,64,0.1,60,1500,2000156,0,-1,4.803125,0.0,0.2936213581401494,0.0308136862406643
No contact event,64,0.1,60,1500,2000157,0,-1,4.45,0.0,0.2521953660172532,0.0190657791454749
No contact event,64,0.1,60,1500,2000158,0,384,8.259375,0.209375,0.3184064241542109,0.2688781319173518
No contact event,64,0.1,60,1500,2000159,0,-1,4.990625,0.015625,0.2298121164262646,0.0731653969467811
No contact event,64,0.1,60,1500,2000160,0,-1,4.5375,0.0,0.2762091668260003,0.020183725844676
No contact event,64,0.1,60,1500,2000161,0,-1,4.2875,0.0,0.233427497030032,0.0175925052362525
No contact event,64,0.1,60,1500,2000162,0,-1,4.703125,0.0,0.2856859184545294,0.0308792615024239
No contact event,64,0.1,60,1500,2000163,0,-1,4.684375,0.0,0.2735648365566548,0.0454775519260079
No contact event,64,0.1,60,1500,2000164,0,-1,5.50625,0.025,0.2943448171400628,0.0822043726616867
No contact event,64,0.1,60,1500,2000165,0,-1,5.159375,0.0,0.2922744058315449,0.0400825979203274
No contact event,64,0.1,60,1500,2000166,0,-1,4.715625,0.0,0.2759308218671841,0.0278503835728546
No contact event,64,0.1,60,1500,2000167,0,357,8.5125,0.1875,0.3071492062545832,0.2057672701877112
No contact event,64,0.1,60,1500,2000168,0,-1,4.8125,0.0,0.2659728213431245,0.0321429056364961
No contact event,64,0.1,60,1500,2000169,0,-1,4.41875,0.0,0.2515400768024695,0.0192064768704209
No contact event,64,0.1,60,1500,2000170,0,302,8.675,0.19375,0.3161798767041188,0.2690953489953271
No contact event,64,0.1,60,1500,2000171,1,189,20.646875,0.6875,0.4423979323399827,0.7048333800620453
No contact event,64,0.1,60,1500,2000172,0,-1,4.840625,0.0,0.2533756482971241,0.030634574595233
No contact event,64,0.1,60,1500,2000173,0,-1,4.825,0.0,0.2902678117829603,0.0294013662092567
No contact event,64,0.1,60,1500,2000174,0,-1,5.490625,0.034375,0.3217755357205457,0.0851668373530364
No contact event,64,0.1,60,1500,2000175,0,-1,4.88125,0.0,0.2498785753247427,0.0385284669185094
No contact event,64,0.1,60,1500,2000176,0,-1,4.925,0.0,0.2675832683015259,0.0288066197082375
No contact event,64,0.1,60,1500,2000177,0,-1,4.5125,0.0,0.2383817691514796,0.0171731822655664
No contact event,64,0.1,60,1500,2000178,0,-1,5.26875,0.0,0.3173235435186406,0.0716301629149649
No contact event,64,0.1,60,1500,2000179,0,-1,5.4875,0.053125,0.302314341690712,0.0825204956155825
No contact event,64,0.1,60,1500,2000180,0,277,7.959375,0.1875,0.3000203519193701,0.2115640733148994
No contact event,64,0.1,60,1500,2000181,0,382,5.825,0.078125,0.3013531392069629,0.1327792453815502
No contact event,64,0.1,60,1500,2000182,0,-1,5.709375,0.05625,0.2861504687609357,0.0972589286916241
No contact event,64,0.1,60,1500,2000183,0,-1,4.628125,0.0,0.2747022936855413,0.0237285768872031
No contact event,64,0.1,60,1500,2000184,0,-1,4.471875,0.0,0.2593102637360441,0.0187418150761491
No contact event,64,0.1,60,1500,2000185,0,231,11.81875,0.371875,0.3254131211911405,0.3981198071648714
No contact event,64,0.1,60,1500,2000186,0,-1,4.440625,0.0,0.2779176008519254,0.019486228686522
